1|10124900011972048306|6730680682889521698|
2|7785408596697824028|16921554456205058613|
3|14475095022971780387|7705019588904512109|
4|14395021485227899955|6181281487609762083|
5|9284218057328111963|5527282868235624034|
6|5137228502153250503|17222484479837356853|
7|15931345077498237755|10114851638750389871|
8|8405377352243531269|8047814488907193296|
9|1680277994054358870|4124817928392662138|
10|6084422136187429432|3405318532088976117|
11|6973097665666109630|9527651113755843742|
12|1543420195408788838|12614659597184292215|
13|5139770959224041404|799371661671798870|
14|1351665912547438751|10939344843708896233|
15|7932500086363470903|8951874337563096886|
16|14496317470386906081|5381886478648844784|
17|9065337488964964269|317973035451611796|
18|7324293162623414292|13824336040498716139|
19|10033279661629176736|9722548195931698239|
20|15810718249656792108|5644289470397497122|
21|3692331796908112270|13401890635379758525|
22|6335393234816692395|13705097385961679519|
23|17785364270541294920|8879436746054174624|
24|4906990885486114821|12167026714974233942|
25|405824074881891321|10186701280856230923|
26|2526454110525719540|13207339343573603011|
27|13861784805158526586|2212655717151662963|
28|790296551652238738|7949228145708047130|
29|473668912123317075|14036297144417477070|
30|13352308189867055264|3604210382012127931|
31|4166927061912280974|5075218823542135169|
32|10066413817083024446|2903768824194376272|
33|17365347358730161617|503642943326519870|
34|302191377787886556|1477761002835574107|
35|10435825328338802517|3183325890898309691|
36|4459609258740701039|5719967952266851439|
37|18161926477392050011|15840621936528951120|
38|2216235322098446388|1742968009782904698|
39|12072481402509987770|7320809134361420013|
40|2338314087896811199|16691970619892171076|
41|4793371882935737358|6559742067940551878|
42|18359047020832001885|4652224265651996332|
43|14067840049375345071|5041464725931809239|
44|13913234494357054578|10220405981316936291|
45|15983750603938454909|17101362413230490753|
46|10056641699784574893|5028893457769847481|
47|11525897409248655371|16419106598227438772|
48|11801173316456568462|10509654522630881250|
49|1461635170280497711|2299076739512608992|
50|4030040902429205258|13069022378099901514|
51|7707130850890620241|4754782469655730954|
52|12699819105932623181|3942881095870517064|
53|11827842515072102802|10882758552005411378|
54|2265957622334283005|9915790076862010650|
55|7690157763740027188|7587332099866527412|
56|5974991634207315378|12532900264050049243|
57|2060198716334650920|7326189327636884639|
58|10661634380815894862|5966575974458263235|
59|11969405430354034529|6782450200107718504|
60|12218052437849479784|2184081802879912273|
61|4300910058825337210|12128842747746217827|
62|7130223461598085887|12626161493414028529|
63|504019364419004899|13896635428278591234|
64|15184236016990225182|17681467253419116425|
65|13687774183370682445|13145076964516245312|
66|7181532890533052936|2997942899375012129|
67|13814682479747117343|15036560640874884135|
68|3868508036363090954|4619286926236934038|
69|17849032933446491139|16761394031875148880|
70|7346016700628011907|28701760179525662|
71|10613778692851363811|6210526435241561723|
72|9099228296456608797|11253546208707231922|
73|17580482378405044768|169530415005390756|
74|14493053375336786231|1975204667750488824|
75|3116175739017013574|17243119481928407127|
76|13865619084386872079|17717815356157509183|
77|7520555151081821732|12716083794394322660|
78|16329051704549266362|10176386533011812271|
79|1450041016092114133|16006034447830377651|
80|14332831206283504405|18414459962371120280|
81|15388132869739871537|3981946025114845673|
82|4311849298285954698|14377855642800347844|
83|9592407166624164416|2253117415601528026|
84|1251130418694720733|9152852804560216504|
85|5843882042114969726|12773649460481086708|
86|2606610279327557590|16549801313960211419|
87|14339644745940918521|16337845985707693028|
88|8138542931907425244|15069300280030383442|
89|6930485115583245326|3841405305639628740|
90|14632096019194827379|2943696778158968792|
91|14614647977864127347|11460708486573530161|
92|11146726752406024630|10397068380057577596|
93|5221216841581481603|14217268457915422994|
94|4460219755608678420|7056157353730416393|
95|14233841732834701297|16618244459152899512|
96|5018804263502600296|8635502767132391107|
97|7019425938534875414|9359688586617803590|
98|15973424531583867153|18246626039132338201|
99|7617778378715592815|6707146874330444561|
100|12006058293483283417|15335880282600099660|
101|7513180606058525929|14898358188820015601|
102|16743178267759870747|12345942645056552476|
103|9727698084988594693|8390398422774319598|
104|5411292432419460637|6121542836837018106|
105|10618924540962492101|5505911799899496936|
106|7374032436379411355|7443468777378250999|
107|2161731696890464077|12681312870619928458|
108|17037037153312499371|1729972175363285120|
109|14288359422465708687|7834652781400464244|
110|4572733174117733392|15766310365397642568|
111|764849290314637541|7615584888331667897|
112|8701280366283704323|8496849819340827561|
113|9484309726511623329|11645957616264885330|
114|733624062802334674|17459466118433800111|
115|7080215965838076073|10547773053175351471|
116|4203738204483964611|1631405379936827980|
117|4808399482737195083|2783841441760788039|
118|10067094062470685197|11669532130902208988|
119|11121768514939817485|17736230129803384197|
120|9121727580555532100|9086307614340487405|
121|4798735558073626106|15234462113836923887|
122|6054331062202476906|11870140184280944015|
123|5045062869610342002|1012992421197225436|
124|15506001557508653011|663016143099527204|
125|3381121345341838337|11840549608031953433|
126|15568410806979053641|15012190122748660310|
127|15186862800979174901|16184096460309210154|
128|3234854055402376492|11139667235432115084|
129|13703386904033669992|15166782970556856207|
130|10841356809134502544|14274462460009688191|
131|15217566702963030219|15675936255664803955|
132|17615787516884123076|10452477426806119621|
133|4556155962163932229|5526237570654713568|
134|13574892456798057603|10605744231633777432|
135|2008590131500597653|17205899009504363734|
136|2624795929656778941|11935090846291369687|
137|8981915496165706068|1951920486621488601|
138|6619775559868791612|11351833037466634502|
139|10842850035836520924|2820379377997610584|
140|12936179661676760352|5703832664278667630|
141|7782628928097170767|13517236202373379254|
142|1062144400288849395|5890502783469659488|
143|6158245794696406270|8592762233824392901|
144|3238356312476442553|9143374694107093080|
145|14596586834097226646|16514635157397022940|
146|15766078291096887098|17377728370396728825|
147|16758314748308063809|9667139421232914012|
148|837655554362997109|2266000841937797896|
149|7912757447171947963|17340818993899213841|
150|12230564487230324446|16130990650819532564|
151|2229491298975386038|8540223438658297335|
152|11644640016550826002|3323772555005635287|
153|13235241011745046382|6249337923865714912|
154|4266546734079573639|6372602385868678837|
155|13889847120018186166|11735107854552007984|
156|9873692390603129881|13720373317324808618|
157|583098414947453441|51714049005244736|
158|9861169430786349484|4294896309966046790|
159|15413425819183003804|5852430791761313720|
160|18150240097238845980|10858026529562709036|
161|8180698641122533264|8619233114149198578|
162|717587009709419017|16938425052807097686|
163|14360268155831010329|8717322818556949114|
164|8000909505617962436|13007053054300321693|
165|13087614170094437582|12827637771933160715|
166|4070963167573193484|3327906517032285636|
167|8467575850250862868|11023081209944715242|
168|14503385724572517877|9328161380813594967|
169|8633711586949393744|11317472617240848801|
170|3368562207748483640|1273453837430018432|
171|17615691049583566181|1912915749014041502|
172|10953647465975405344|12253721732175286791|
173|16249296697184477410|4317407710834113905|
174|6428549682039207983|8969177476492344639|
175|15888249224551128157|10787020742226966082|
176|12238105261622541964|6845614494481988896|
177|12449278130960926605|5862158548570540597|
178|8465962034790869563|10352209762302173722|
179|16208989057553575831|10233342112342946833|
180|13336758214478505475|15195121185390860055|
181|2308419319387927329|11665286981570736741|
182|2199309942076608429|5745344843351756939|
183|4208576875068370405|10595367906305214511|
184|690092348628091325|9798017391758830396|
185|12787751135484611991|13958445761785265360|
186|7228678879411525201|8265092662283304691|
187|8649297861212284232|2274381265851030396|
188|5881931348523117236|1235937354699217007|
189|15728118586544713946|13391551425344773463|
190|17223239806596200655|6562147446643669896|
191|7294112600667275626|4195928622879974440|
192|6687902942828933129|1724588417342028849|
193|9480861522189660166|4345578306237440553|
194|10191739980809246956|3554577143076954413|
195|1860185317430964989|17910591040167383009|
196|6103994180396902704|16564005115411929082|
197|9353422603521593372|7495774567308634753|
198|9182524462504687137|14702631399431753142|
199|18290539871537937708|16711789386634714970|
200|5094752718237055776|4391150887923048117|
201|1773684661947918140|841023632634480512|
202|8299984301220337295|13324764973959478117|
203|596591548229000049|5649441276445747584|
204|4799541883873394338|15969343773367322924|
205|14405064409807715725|11004924768268248009|
206|5746889728987766520|7997760362624358681|
207|16679732950144517060|5144612951385155447|
208|3249001922974910168|15815888915603564276|
209|5979781177476815503|9656347854899490014|
210|12015362069503965520|14027877443843827728|
211|2631002229795617118|2288132335455082451|
212|7852134855551290653|10020103024146060936|
213|1048120454656255593|18103026271052323699|
214|5630819189110847843|14903464334689249475|
215|7782328867323453019|15440195382697976020|
216|15308395928527216477|8561542577511889523|
217|12692148737380476563|5369590576371805588|
218|14083239898772614470|1711906249294849720|
219|9961396672261770652|7154992175878894377|
