1|2933630948|1043013166|1461799693|
2|28333636|1286920827|598052109|
3|3149964184|1000534078|2831545023|
4|866463537|2042543698|774808343|
5|1798913612|204093466|2680934535|
6|833362093|2336768912|100182874|
7|4281515073|1487048360|3846114071|
8|452069729|2034722292|1158229442|
9|1741055939|594959945|2603419946|
10|1586052859|2476909060|1056828466|
11|2128104687|1670875345|1910496504|
12|2717611286|2493621373|1913981408|
13|3073176955|3497121469|1423227056|
14|1838701226|1464940975|3454124197|
15|2989217222|1436215447|2971747832|
16|3622728654|1348180739|1242853301|
17|2060192820|3933008126|2486592405|
18|1401347548|2663080067|4058162901|
19|1992756808|781174502|2093136967|
20|3972666857|2561688202|822702447|
21|4231452060|4249654954|416070271|
22|545518429|443546376|3268878466|
23|4011702257|1032167984|4162338767|
24|3688182201|258003748|101454090|
25|351355451|2254015441|3372456674|
26|463378219|3599043316|3160082658|
27|738157623|59778049|821585760|
28|2715049838|3415083181|1007826776|
29|3507207075|3192319316|99829192|
30|631214450|393663486|2404281917|
31|3875847454|2998207047|4144487976|
32|2462636319|53260699|3409139757|
33|295772301|2571356964|2170149957|
34|3333025044|2614905945|2756012588|
35|1688241280|3651759774|2074936726|
36|3184392539|2262263922|3760643263|
37|2370857222|2723917683|1622085103|
38|4255436741|1327676865|3662683208|
39|2824487721|4020922600|2874135605|
40|3453130336|1312275452|3527080666|
41|1220466922|3562938627|2890184250|
42|3388058067|2227381614|3917230747|
43|1823595143|3572960937|1723157433|
44|4143157428|180978629|2910690432|
45|7078897|4016636356|3902566160|
46|3002672546|2149154310|4066997999|
47|1700987790|2884777887|1718661762|
48|3253204183|2265078347|3194261717|
49|2223430229|1550149596|1946088637|
50|2246968164|1694226313|74109116|
51|2978984056|2582540622|2869568334|
52|1006289539|1475403234|2254566967|
53|1266109438|578054571|3070330167|
54|3217253661|2902787633|1031208848|
55|1902995953|2731398936|1876981989|
56|83857104|2602050564|2975192610|
57|2342106466|293145963|2128829579|
58|3427950922|1777130934|242458435|
59|4237750623|3319329649|3876831721|
60|669329444|485408540|3663366225|
61|123939849|980167452|4196123520|
62|3797290602|4045292702|544119063|
63|410290775|4258569510|855578714|
64|1574964783|3557123763|3830132229|
65|3598744965|1312976204|922296932|
66|3511232701|888189761|1397749620|
67|3498597352|3468794326|4096646134|
68|1792370267|283113275|1464273646|
69|442025518|1968427099|4146510847|
70|709650669|4164102889|1817826080|
71|390316032|836435921|2093441917|
72|1373134856|2436861076|743599290|
73|2663260090|1247213235|2076991827|
74|1012192922|2026599366|1582601687|
75|2612083975|64999841|3107240453|
76|25822972|1304450508|444425129|
77|1598342289|940216548|2939091064|
78|91353810|3072966734|620835279|
79|1264303295|1021546998|1373121930|
80|1049045695|2300757099|560727901|
81|2477745533|51222676|1725401588|
82|1046910053|4090960377|303632296|
83|112027440|1340487470|354579490|
84|227700139|2161654723|1382555934|
85|2539633910|605355715|1613845007|
86|1483444789|2067579185|975063545|
87|2252668568|1710557513|2562838404|
88|2747190096|1144693596|2121625450|
89|1286677450|3727809122|2764819211|
90|1669070402|2934733343|3240323375|
91|1251379159|1526287449|1209734813|
92|3501059861|2833736308|1299369777|
93|2289201728|3987053620|1828797600|
94|1416026114|1845934998|4129425246|
95|2407289967|703359662|2231355251|
96|3953701223|1796069883|845867413|
97|76073957|3551146605|3924862268|
98|778280669|3807453736|3426099288|
99|260296136|834735358|17136890|
100|3585447218|3891232787|5223878|
101|3307737407|2193298955|828275863|
102|492648109|660307329|3141100705|
103|3542299968|114303129|3416696148|
104|2796681088|928275204|995791762|
105|701925394|3114750170|4104970235|
106|2723942826|4020489351|2150417143|
107|349807231|3184944833|257696845|
108|2645219781|4205890220|3294098913|
109|3913120184|2409787052|2017953392|
110|3523827546|1799427966|2986667158|
111|2621406135|3414935126|2393922539|
112|3113196959|2118791939|3859140901|
113|1693426229|2761756605|3096928196|
114|4177816333|2761854704|3708922048|
115|1491386393|3767445559|1383318274|
116|3264429034|3212881051|3709378334|
117|2953132943|3684444507|1467598158|
118|3457289596|1962702681|3994455633|
119|2433517882|3549867619|2525565468|
120|4120272168|4092820981|2854041675|
121|4176501962|3918030594|1401107553|
122|3023767856|2030478423|3591108135|
123|2516474022|2914093584|2674624949|
124|3481620765|1998570622|2451658923|
125|2132460896|1384498004|2606804393|
126|2335076259|3118939630|17559662|
127|1494344461|2662137028|1536520251|
128|1016624719|2934808538|2174899964|
129|3152026877|630367541|1318613526|
130|3089809879|1427719432|974558744|
131|2297641601|2779640559|2541530002|
132|60559514|1745246017|3216470188|
133|1929547607|532324771|2390672190|
134|3258294676|3505635841|70335177|
135|67873770|3518601147|346962628|
136|832637168|3839157869|3434747099|
137|4141839994|783257554|44406969|
138|3845433312|271653823|657284335|
139|3234428022|4205195624|3628352365|
140|1520463525|624442758|3819831891|
141|1044230128|1101719940|3343859969|
142|3727264051|3435692598|1546410942|
143|725011925|3315818252|213114051|
144|1844890326|3921847306|1367698980|
145|3938923780|1945627117|264239310|
146|772664623|154040728|1786347369|
147|2950471033|932863839|2237341019|
148|1442556994|1763799857|714131572|
149|1730429967|1291163450|2337356774|
150|286452300|2211752176|1365512465|
151|1865172578|211712299|1101636724|
152|250520097|2765867701|496283139|
153|2816007587|1072181546|1152557673|
154|34835608|1195324263|576853846|
155|2999451530|998839728|2705817596|
156|969377397|1883214622|663332547|
157|1798439464|97342557|2487778257|
158|2080846063|248466127|509310822|
159|4128318981|1099174868|2895947547|
160|55697454|2028208322|1586135252|
161|1826661268|986731165|2559233398|
162|1327134399|2315377472|761186737|
163|2130421165|1922332039|1752970755|
164|3025989322|3171351017|2039998124|
165|2752215295|3654450410|1501009022|
166|1679643288|1190331496|3259665857|
167|3137428666|1572458963|2961591724|
168|3729362649|1543249989|1135864683|
169|1890558331|3787921586|2514292097|
170|1512339520|2539175351|4031097734|
171|2007024402|766414624|1998705668|
172|3980994733|3545414607|883854618|
173|4048926912|3603570325|288355849|
174|689970711|464026911|3411316190|
175|4150170364|379824421|4225435531|
176|3528882174|380853114|263007052|
177|1035881292|2917037637|3502581671|
178|309664374|3745949240|3027886377|
179|951847909|32737631|993245939|
180|2691912474|3729375792|1039757181|
181|4182561383|3152400402|202423438|
182|2792913952|345882528|2255349545|
183|3966234699|4227261962|4141966196|
184|2573890881|176922013|3270791611|
185|1350568875|2162202210|2298103064|
186|3714765521|2424260111|3177349470|
187|1694968258|3303792872|1980670172|
188|2926448981|2272529431|4058083810|
189|2498936080|3019221549|1124123889|
190|3997669063|1418188167|3664979982|
191|2717497700|3889005757|3136067907|
192|3296272310|1201469354|3654817684|
193|1494836276|3724119197|2279840767|
194|3226644654|2371947752|3799477977|
195|1628652093|3713278639|1863598187|
196|4218714594|191770240|2933791189|
197|199998911|4008364746|2938045014|
198|3009384440|2308617080|3513403569|
199|1827724179|2857463386|1744296836|
200|3362052497|2357245701|2512616803|
201|2265423363|1439166123|1795027912|
202|2353909545|1097884374|776830118|
203|2819136058|2420394000|2735278604|
204|844732356|1146307839|2345065266|
205|1188841417|567509503|2787584353|
206|3192449359|2225257341|1012150871|
207|1892558260|2706009701|1690546746|
208|90091884|2428231154|4174814564|
209|2319375590|450766636|1992601607|
210|3310716254|676298849|55580179|
211|4113890445|3730519607|3962662321|
212|1040422203|290030680|3287920653|
213|247727438|562915152|4214770078|
214|4067500968|3903670666|805662816|
215|1004482379|3966111874|685308957|
216|1308869483|3718652885|3857487579|
217|3475158233|1200114003|1070783024|
218|3664406001|660068358|1510661684|
219|4214208226|3278010048|3777923014|
220|1628892188|425524079|1592119466|
221|333146993|2090102183|4146168761|
222|560939415|4088734373|1830461103|
223|1455509500|813554325|1975803626|
224|1379633372|2428248586|770828476|
225|2537157246|1269902324|1892367511|
226|377122758|2068364217|1462221003|
227|2517816405|175939055|3105871681|
228|741158571|1416016256|301370973|
229|1591968662|833101184|3020946767|
230|745941329|3196217874|782423704|
231|1526236667|896121642|2029987013|
232|1059349171|2558609468|585837066|
233|2550945801|44986819|1828005096|
234|2070219041|4268815870|432002028|
235|252198259|1178984217|1409400190|
236|70336596|2340148151|1506503762|
237|2498543777|1035204447|1767292864|
238|1079539558|1926991093|2747135295|
239|2410078724|2085802317|2426627122|
240|3123979780|1205045915|1876312629|
241|1431714182|3451293992|2712421983|
242|1918693406|3073335117|3567817499|
243|1130177420|1499197886|1532556185|
244|3643419219|2199927664|1154557605|
245|2578496030|3869751656|1698879479|
246|1560384713|1875232458|4286910272|
247|2227149347|571447290|2411235861|
248|3792374819|718202084|999039186|
249|155935729|3516522015|3901984120|
250|771928809|3944693602|3448859028|
251|207962555|336202145|241586862|
252|3591793316|3993779663|160173698|
253|3296984313|2879183055|679031824|
254|370662590|620536893|2996455927|
255|3363887252|789933525|3255681418|
256|2903699164|787913795|848916453|
257|7441751|3028415736|3842762119|
258|2705053806|3825231253|2173642658|
259|24808316|4231285590|116340736|
260|2651689099|4078389224|3316050237|
261|2828948686|2273415857|1944402479|
262|3677290009|1759697979|3146392016|
263|2509255419|3257412898|2400691197|
264|2685188074|2011815732|4255291178|
265|1869401960|3180729959|3139208064|
266|3836188241|2837021362|3465938245|
267|1499655107|4046266737|1274116855|
268|3541686076|3204679199|3468407626|
269|2877568513|3669717014|2130591880|
270|3350270054|1710969732|3853869871|
271|2559523916|3660580389|2265635674|
272|4230338861|4174394811|2713638301|
273|4082542495|3786034768|1579473271|
274|3183244982|1898433101|3685281146|
275|2488108516|2922537166|2529199344|
276|3458400091|1949887520|2477511149|
277|1991867446|1369837153|2462294263|
278|2326350545|2966237667|682395688|
279|1354194219|2502420698|1479564645|
280|897293202|3033429900|2896560050|
281|3192112312|787556535|1463499608|
282|2978483329|2084481274|334606045|
283|2606030355|2920976041|2631912463|
284|41885156|2032435847|4287928722|
285|2057536913|503056110|2413423168|
286|3281398742|3637803860|99807455|
287|262711221|3625953916|355284866|
288|980054453|3923729259|3315145029|
289|4149762631|602694280|187134958|
290|4271050543|322093821|1055379626|
291|3410116158|3808820252|3519524392|
292|1097160579|624935153|4069357332|
293|935248878|1355408857|3335294213|
294|3448660267|3620445051|1305212656|
295|43050370|3288388171|286619317|
296|1716785474|3772885334|1501712736|
297|4217647296|2052490031|67918857|
298|596567896|520707074|1641945621|
299|2256237769|1041626707|2365113759|
300|1549281556|1744975998|563287075|
301|1821288777|1163112254|2297873850|
302|278497036|2331239820|1388649543|
303|1854901093|219746484|1208130682|
304|726470509|2901992417|381035167|
305|2759815415|910944600|1230093878|
306|733260287|1180515365|700545618|
307|2871349966|841621220|2157987296|
308|272689195|1800960777|766119116|
309|1624361854|206489857|2242590621|
310|1973808571|111980203|534535840|
311|3889611610|1109884563|2270945997|
312|38986906|1940294150|1538115752|
313|1630771736|962328535|2437145793|
314|1190775712|2336651155|2765689061|
315|2000468081|2037537219|1807694663|
316|3178726093|3075298734|1626664699|
317|2915582848|3262460342|1351703914|
318|2113858900|1335152244|3689428638|
319|3101696509|1316886372|2875564267|
320|3463095485|2123353145|1408271919|
321|1762196527|4100199841|2625537222|
322|1508061463|2264634876|4192606154|
323|2080569622|611136316|1720678704|
324|3866091770|4210540433|1038458972|
325|4042669191|3749278545|411849541|
326|585308003|268649667|3270756713|
327|4109982218|457708907|4135372820|
328|3514158626|386934526|248178256|
329|874292616|2893831430|3546729085|
330|299266096|3571579723|3053383485|
331|823886753|676647179|982553535|
332|2859527765|3622502262|878430887|
333|4176445040|2455902574|395817906|
334|2950256804|488579812|2381220718|
335|4058339845|3528585180|4285663779|
336|2489657429|453002441|3242716407|
337|2064107511|2170764857|2608406810|
338|3704364751|2583470860|3200888090|
339|1829522846|3309996460|2139749000|
340|2806584994|2398258497|4198640272|
341|2547094623|4199944361|1252259861|
342|3821287579|1361336347|3251954129|
343|2833167602|4266633659|3008046468|
344|3696915186|1145003111|3294433217|
345|1463422272|3428503758|2252423597|
346|3520158952|2496053683|4090873829|
347|1614032760|3461605202|1958198383|
348|4194784421|13452222|2807918935|
349|448853224|3842897566|2260245003|
350|3136737853|2553911356|3700007350|
351|1691547349|2708914436|1818058235|
352|3238138829|2166862608|2624091950|
353|2384470791|1577356009|1801345922|
354|2380985887|1221790340|797845826|
355|2871740239|2456266069|2830026320|
356|840843098|1305750073|2858751848|
357|1323219463|672238641|2946786556|
358|3052113994|2234774475|361959169|
359|1808374890|2893619747|1631887228|
360|236804394|2302210487|3513792793|
361|2201830328|322300438|1733279093|
362|3472264848|63515235|45312341|
363|3878897024|3749448866|3851420919|
364|1026088829|283265038|3262799311|
365|132628528|606785094|4036963547|
366|4193513205|3943611844|2040951854|
367|922510621|3831589076|695923979|
368|1134884637|3556809672|4235189246|
369|3473381535|1579917457|879884114|
370|3287140519|787760220|1102647979|
371|4195138103|3663752845|3901303809|
372|1890685378|419119841|1296760248|
373|150479319|1832330976|4241706596|
374|885827538|3999194994|1723610331|
375|2124817338|961942251|1680061350|
376|1538954707|2606726015|643207521|
377|2220030569|1110574756|2032703373|
378|534324032|1924110073|1571049612|
379|2672882192|39530554|2967290430|
380|632284087|1470479574|274044695|
381|1420831690|841836959|2982691843|
382|767886629|3074500373|732028668|
383|1404783045|906909228|2067585681|
384|377736548|2471372152|722006358|
385|2571809862|151809867|4113988666|
386|1384276863|4287888398|278330939|
387|392401135|1292294749|2145812985|
388|227969296|2593979505|1410189408|
389|2576305533|1041763112|2029888948|
390|1100705578|2071537066|2744817699|
391|2348878658|2047999131|2600740982|
392|4220858179|1315983239|1712426673|
393|1425398961|3288677756|2819564061|
394|2040400328|3028857857|3716912724|
395|1224637128|1077713634|1392179662|
396|3263758447|2391971342|1563568359|
397|2417985306|4211110191|1692916731|
398|1319774685|1952860829|4001821332|
399|2166137716|867016373|2517836361|
400|4052508860|57216672|975637646|
401|418135574|3625637851|3809558755|
402|631601070|4171027446|3314799843|
403|98843775|497676693|249674593|
404|3750848232|3884676520|36397785|
405|3439388581|2720002512|737843532|
406|464835066|696222330|2981991091|
407|3372670363|783734594|3406777534|
408|2897217675|796369943|826172969|
409|198321161|2502597028|4011854020|
410|2830693649|3852941777|2326540196|
411|148456448|3585316626|130864406|
412|2477141215|3904651263|3458531374|
413|2201525378|2921832439|1858106219|
414|3551368005|1631707205|3047754060|
415|2217975468|3282774373|2268367929|
416|2712365608|1682883320|4229967454|
417|1187726842|4269144323|2990516787|
418|3850542166|2696625006|3354750747|
419|1355876231|4203613485|1222000561|
420|3674132016|3030664000|3273420297|
421|2921845365|3245921600|1994210196|
422|3734239394|1817221762|4243744619|
423|2569565707|3248057242|204006918|
424|3991334999|4182939855|2954479825|
425|3940387805|4067267156|2133312572|
426|2912411361|1755333385|3689611580|
427|2681122288|2811522506|2227388110|
428|3319903750|2042298727|2584409782|
429|1732128891|1547777199|3150273699|
430|2173341845|3008289845|567158173|
431|1530148084|2625896893|1360233952|
432|1054643920|3043588136|2768679846|
433|3085232482|793907434|1461230987|
434|2995597518|2005765567|307913675|
435|2466169695|2878941181|2449032297|
436|165542049|1887677328|3591607633|
437|2063612044|341266072|2498897412|
438|3449099882|4218893338|743820690|
439|370105027|3516686626|487513559|
440|868868007|4034671159|3460231937|
441|4277830405|709520077|403734508|
442|4289743417|987229888|2101668340|
443|3466691432|3802319186|3634659966|
444|1153866590|752667327|4180664166|
445|878271147|1498286207|3366692091|
446|3299175533|3593041901|1180217125|
447|189997060|1571024469|274477944|
448|2144550152|3945160064|1110022462|
449|4037270450|1649747514|89077075|
450|1000868382|381847111|1885180243|
451|2277013903|771139749|2495539329|
452|1308300137|1673561160|880032169|
