3 1000
453060	446973	856317
256188	894977	830338
457123	81454	227106
964922	862284	192347
471930	502118	324276
116977	788727	313104
556962	733340	930572
209008	711813	867818
930946	472191	990462
457958	741710	286188
799586	129583	885905
711879	322959	925926
72896	985257	64135
582946	732337	456909
575645	589611	511212
441660	937565	303027
613585	25149	768121
664354	254360	786045
757384	381691	822180
279331	497573	951196
546949	849659	443741
444951	431645	794205
860902	236795	25294
266041	754052	605122
398179	371174	935724
256921	970584	140329
400119	67587	771173
851463	638971	452849
635297	990014	388340
240370	939567	622815
315565	257383	761244
132545	269627	584550
481980	440150	393150
124797	44349	309426
675995	942502	86075
82530	893135	925598
280355	932851	625381
318213	120017	503285
700342	220580	541439
620278	475661	609307
956670	308785	730233
777222	964702	346986
124114	232612	476973
114740	442977	711048
148175	293651	300251
932610	561062	616835
190723	71368	698376
30714	555317	293993
606978	382801	151670
930650	90585	594493
424486	842681	199853
736248	372951	35772
462389	988132	797856
236222	856744	77410
567950	357612	197797
254397	893466	530868
40425	429007	752305
470190	575615	133456
222566	207905	733071
523017	930790	228857
134500	922246	189165
557401	563188	724416
991910	922009	899239
708958	652703	223735
887922	64020	502592
393823	221860	825677
596851	254991	279704
31981	890752	176802
308863	87935	176980
412678	311484	154294
189534	988112	658232
132320	180442	273025
166152	86376	467337
274642	436924	326642
80852	98623	873243
436393	233639	602311
864060	543662	619846
77091	514404	192488
332667	778300	404520
512485	964972	928713
895097	162485	982153
487831	346713	462877
215689	246167	13426
616965	632920	260949
734980	870644	112148
741215	255402	13502
998893	617873	935118
53977	647801	236261
240038	723426	942844
491308	953826	855365
133834	121573	692128
392231	522006	674540
48280	252435	982478
525862	720040	31860
837402	770838	596042
5399	963043	272125
224420	827505	215905
569195	701685	657807
203631	903513	882773
633115	402654	984297
104119	704093	658419
917720	8981	884262
73052	3775	880027
642915	980733	739292
193700	603979	713703
311977	22615	730902
443506	442166	729394
365645	768074	631280
197341	785373	784151
751211	786852	443627
795452	190058	664561
947433	833503	3298
935750	358820	969875
812434	544553	616425
862610	790900	579651
231397	198309	310462
664807	71312	688476
254956	537640	115584
698253	341303	20213
440773	779148	183026
674059	810716	850538
254570	854968	530271
834173	351736	507355
159893	892633	460911
54388	9314	513239
536204	480241	595135
809276	515827	6360
128892	161680	277003
615338	670399	602211
923783	959658	158249
401085	71550	747054
533138	624679	124310
488168	530579	459730
571059	837579	989306
397781	378053	101150
247272	378225	145153
830559	827089	809750
717703	620679	548476
357642	747309	416476
333652	434030	748462
871850	754033	642552
499225	874968	698295
511851	861736	797690
625094	707690	923167
293153	707578	564100
309224	768066	956456
443493	743863	391056
28107	774549	674500
968223	817921	42916
780805	384348	960229
503363	901370	68094
509376	118697	787456
987843	338244	330897
100851	822010	395478
669497	679287	424591
441428	683181	130238
517192	693832	532972
941844	337610	474420
722226	295864	769476
774807	226482	350727
685111	221751	206434
718182	471741	544489
881375	128429	368267
468285	705331	816993
429779	613661	474044
359886	751839	485032
542954	271226	324128
149924	840262	492979
153220	908596	842193
8719	290947	348353
325421	525015	672200
559343	607609	750295
655509	415228	144158
998837	866249	341159
491852	817725	391443
939377	841820	327795
747547	579226	725910
340651	442695	209440
131146	378567	929202
761484	776490	283949
428332	971126	200740
268626	177891	527990
966318	703255	868965
171277	794723	210005
253154	298216	433997
40311	331670	966231
134869	327910	388143
218759	936770	749177
175980	962709	23373
688012	934822	798793
939371	675346	283115
751914	142191	135581
125836	235801	889408
648022	381394	445192
206638	276067	57066
525097	631697	491119
418737	197236	614322
75375	970703	407998
586928	928504	339977
557794	373689	382432
312341	709260	864763
21283	883927	238542
671131	164298	509037
796920	318640	987430
580063	309891	916138
337886	827920	385587
789751	912182	252952
312792	812152	992238
126914	77323	284283
978155	152033	247587
137225	533432	459745
844997	888761	503458
404568	273574	158369
258621	703913	114912
945536	85144	95979
687613	657007	361559
475455	170780	288867
845616	401208	82693
243383	789152	752759
93821	314976	284928
164672	47126	112996
991491	778893	839334
967957	733493	117154
189923	430705	90562
125928	148365	186194
338801	893626	584548
751047	71699	722229
265861	295979	501049
814229	95418	709228
181068	786846	568227
714841	470873	514368
866220	209514	625403
983828	517824	866117
286299	286134	252917
781742	293634	4652
734637	981208	681627
606295	293335	204895
922116	322283	641269
841060	390349	168439
392006	396675	437076
851430	106152	362317
230287	209220	133463
869742	151520	896972
959377	750050	569289
213557	181862	962048
683377	863944	955170
71867	89318	336395
244307	623125	566463
760463	920968	900571
397938	862591	239001
573975	302736	181176
874092	128280	425802
111862	84476	455423
337386	186621	179037
899968	386094	926799
283737	463739	952076
639537	847861	143377
302906	842010	239105
371854	262397	138079
27960	52784	196640
326427	482549	664505
211252	18917	190887
532756	8375	747706
911731	425311	613807
132161	37478	408808
280219	439533	928299
384690	83907	532145
404439	882043	357592
948417	567814	612278
583644	321189	416263
420425	701778	348636
74061	320919	176755
586973	164984	342045
246147	675114	84450
53182	908789	584385
366032	871925	168283
509705	863399	255185
532548	484921	73964
736902	605422	287223
93548	144110	781376
720039	806656	146284
61894	44599	285389
578983	817943	46682
350170	56733	643231
431398	135962	189377
307191	784749	486701
427778	945900	224545
722090	449458	291348
831879	205020	344877
750483	591233	108322
668762	960333	207585
445985	731632	387325
962939	142340	144267
309779	473160	20676
69222	929526	135736
947540	308917	751190
515474	501596	558414
965950	261096	402304
479823	671213	388591
464474	358748	907772
870191	70770	83239
388159	701195	598600
448653	510551	13554
540458	843519	286938
265597	875458	271125
509558	338622	195367
659929	56404	333112
383081	265354	555859
692151	502337	97279
142605	302220	461122
22345	328556	46191
16008	635487	504519
578809	296029	103089
786796	819587	749865
487557	309838	865615
427502	75670	981192
808054	776520	655112
626137	901833	917963
569736	237390	475830
749912	499438	455040
739086	667884	6605
832481	40721	820909
112938	446872	584598
827576	455059	531698
267603	363791	326168
572889	473881	381075
852415	909590	66509
626655	521563	798508
696471	716121	889106
212276	629416	326368
100657	289216	832602
469573	665149	413202
601321	522869	874897
948755	819829	974100
695281	194815	926682
522654	656734	268616
594278	417944	442487
172238	246873	529261
246940	439219	305582
500833	457114	967333
147574	588925	786181
172785	26731	651491
372328	502605	335603
352074	961647	575219
378979	863714	425833
346198	230624	245516
521864	7055	442411
819663	30048	782796
869559	291775	426762
534789	449876	781886
122967	617003	976115
145904	36142	435885
499805	911374	475724
427252	775432	746986
325006	600333	955634
146167	641653	212957
671735	371827	836364
957874	828661	842519
152617	5879	547528
1570	612831	268984
550567	196305	142256
227585	288521	5627
74012	889442	456157
747561	999371	220017
291648	990655	614504
540358	984953	737548
506774	242009	906941
548775	136871	604756
549329	944042	568070
657910	429046	37942
30305	837215	738976
630824	346558	967992
963595	393248	324386
25202	238913	260647
13560	885964	364698
655905	120287	457428
369370	148434	310612
561018	755478	376435
57626	256269	532128
540052	693755	993384
53482	709844	234127
636903	80324	884409
841453	687341	263888
372753	277102	452111
856951	458115	336970
800724	767011	98344
188004	294920	153120
385356	299500	684779
645970	486415	372285
540382	425902	939937
602202	826609	48205
480928	44351	947710
950259	887495	110386
28246	836168	292735
412545	845143	377805
783867	581160	515691
618188	730341	476751
206430	466590	367383
931727	601007	839676
23163	525946	990650
226833	551587	213878
439846	238718	927038
918519	967232	582594
185090	288180	984413
431103	43947	984237
914061	733738	321655
164704	49914	690699
979162	434180	799621
507390	877554	129485
639366	798769	752460
639969	530190	270324
239599	536626	830586
894784	111605	724059
931587	954234	615932
332250	867645	375914
533097	686589	94121
44120	157467	487715
460098	173245	574803
500444	816472	397427
292828	317401	78695
797241	38821	142481
257346	677603	314019
713490	913184	39723
726460	485556	784155
422329	458028	457865
930762	244502	414536
417850	345254	925143
102634	284548	585432
180190	252598	575146
107529	54226	485650
285251	7204	3377
733913	418466	650295
371143	373058	219161
592696	830913	542520
25802	271629	737149
23051	258071	467682
216823	446075	49704
666624	540468	768040
99414	370119	553882
212291	38155	157570
897745	229287	842539
223300	118917	10708
990875	303142	940006
847972	781535	364041
368614	264674	962075
142229	848070	416437
884996	634830	82270
457814	66952	940723
616437	290498	327315
296966	323137	884506
405577	107129	657796
519913	522576	308261
167025	602461	953886
472920	57240	861494
434577	486605	892156
101702	275970	440711
576381	457445	406202
425512	588617	737962
928670	572655	804035
322016	648554	635634
223525	329064	262796
830799	35060	146071
848878	445634	804614
878979	627828	716357
629885	936270	365843
336183	475466	233068
37378	204276	587228
478738	343723	378707
367271	121787	946864
509444	219327	705748
674972	358958	181199
314106	748390	211973
146914	731057	165681
132431	189417	436679
177853	41458	501360
413991	5910	79354
942945	510101	388885
248886	703503	679609
973192	633055	309845
741065	839315	335749
833402	377961	844834
897359	539660	433674
943321	493880	594672
137274	64109	998610
433178	657174	143924
64391	693922	46719
627688	102470	841898
986590	179713	588940
777060	523458	622125
775444	334918	996226
71087	396751	301165
484016	533566	27430
356212	431178	225593
798432	856901	814335
158380	488246	189258
93624	562826	849710
578718	693201	683870
781967	208019	911336
119918	88410	894604
693050	833222	737346
971214	379475	343022
776101	662652	505053
242591	740692	355903
818864	758048	998422
355213	751143	905384
450609	314840	569674
825458	319346	286044
99561	721489	388053
865308	352748	873108
450284	591978	797727
257047	433544	295108
820226	914570	429904
174443	854141	291661
640613	192456	849319
588526	668620	408414
951429	993066	975119
329496	454078	587486
58124	551893	328875
315327	414770	683718
320833	636440	984362
562502	219503	792402
808024	179430	502851
43827	712868	427869
396422	271133	304282
885409	226686	354402
268204	64396	751726
521490	793738	261541
43159	214173	890446
109718	482100	332849
893500	963239	44938
532309	648760	902138
704507	180826	836037
33662	400998	339928
172281	872032	726305
252331	426137	801047
31055	642900	92170
573818	86832	105487
766160	25922	134709
984086	755149	572468
631723	153378	418034
933032	162024	302246
325789	782894	335853
34332	72511	761296
74221	163726	851506
143437	792417	850930
40081	683033	737215
830912	429079	295657
547584	504652	513595
971545	778416	370575
756041	640973	734301
591354	265477	503552
556590	705049	810336
154057	996776	991343
27385	288132	33547
984706	272195	565695
64847	598725	998826
838752	813794	39018
709317	189789	584406
598427	959878	850771
409914	943464	634016
886716	101015	299022
302859	456768	286334
354374	612292	549998
31838	93453	12519
715484	809927	286351
456978	878579	525272
323367	890342	861842
32704	889528	542788
320156	678439	380802
343427	829107	825805
983135	468402	366971
798995	181499	430198
709380	353642	840983
164853	607453	381806
862572	76582	568005
696160	385501	42704
849906	315752	132652
650971	129478	901424
145139	101074	848837
113352	480876	746845
527136	577652	851487
472672	992232	118657
21605	959265	521502
904732	634554	106118
501155	442422	646100
72918	181109	426565
322191	843750	100345
913579	557296	956877
379004	564300	615322
635539	103586	655367
636131	422782	985914
37159	575987	880901
827215	474747	510601
569733	184050	280655
672840	734989	666580
123766	832730	408342
880047	449324	865146
57898	399900	202765
118049	128254	584107
652700	284831	875390
867541	172993	552219
235095	224939	958413
501381	827994	718378
343466	887201	137493
588845	260055	650770
567714	75107	605771
603555	704190	995921
132661	402852	854583
18803	585940	704712
731799	433068	241627
922920	905552	19810
866535	83179	87818
229256	164665	379075
44048	746028	500421
662998	959326	223103
290339	976306	248721
907313	154520	724924
501216	736111	21194
855697	366245	405798
633434	65567	825429
807477	803256	28034
758350	686556	791121
571518	398806	791674
655099	751869	955085
378387	625407	332852
464203	589287	786781
528098	898966	820045
30824	146181	656806
348103	324553	583425
258903	663686	972935
611463	334716	285895
994982	41000	691298
194696	468597	338250
645740	198949	848488
647038	379672	762079
222362	721375	97538
6863	979938	526021
541844	217340	288826
205291	509250	876220
211588	222089	712165
398409	870604	255608
891309	797431	742852
90147	844443	264643
712950	955209	797972
453987	510582	822257
651458	889570	486736
467756	654672	136934
400805	805900	876414
287951	256763	455615
949059	404036	305670
514108	179461	868391
536873	995543	664576
830060	42064	982906
961674	585412	37316
547542	977460	306755
167076	23740	437235
460467	936144	303201
665883	26163	476272
564463	789166	252146
544885	994911	831666
570508	772524	963569
229157	361561	570210
989542	666280	455956
228373	746034	956168
183296	764615	469424
685286	138033	363793
401108	186080	606526
587829	44297	286971
498500	840381	165675
900759	894300	527211
597429	550795	661618
8248	866472	551173
917418	869512	491731
414172	39389	870186
186545	452117	576533
995778	550787	664370
258216	795429	164717
395755	973921	858780
930241	119990	691629
873097	13704	300297
182066	496643	350376
411291	538881	939077
765536	576664	418498
667632	695046	713562
658356	551341	384165
83810	343454	182588
898512	256830	889464
301773	326962	574042
73077	572661	948838
277406	523750	450708
844623	310150	906877
323914	417153	209679
109807	566426	439452
870844	969280	773499
735811	625830	754830
808030	563815	762411
575344	256207	995141
217356	77659	217577
751560	500367	669810
889457	193707	238420
720435	61065	362925
293888	417979	133553
155408	953324	756631
784075	531406	495625
877775	112744	819873
635624	768098	979145
167744	40865	998406
