3 1000
328950	726815	461331
457231	521955	154114
752914	762176	73117
433893	923668	690204
85054	511330	711004
749439	514262	830530
992677	626019	176826
631072	522026	113695
413674	659694	56506
192960	131428	283133
741829	215097	661970
874495	928167	625614
761106	307967	366192
349195	722353	399926
344017	956711	42206
565710	62187	350424
703404	747489	481986
731780	318257	258799
492401	920696	597631
90491	329578	583134
211124	487982	162894
578983	594642	240953
622365	221588	61606
171045	395108	366442
542100	29702	706521
509351	768793	603342
779185	176889	457950
175736	168399	39147
92949	641919	521107
355943	980078	433526
715335	726405	787808
363458	464234	688579
803336	978224	613104
560812	739536	315852
541102	738798	527373
722301	89939	894938
209738	489166	737358
393489	606522	359764
50405	916996	293435
291200	167550	609609
587999	847495	998915
453328	98142	421606
912053	281754	91575
855315	436801	843266
3192	597108	417838
504363	739475	954888
924266	194843	469433
433754	640322	42953
428421	73605	738606
299687	638225	825056
711846	444741	183780
350255	540709	546584
234637	748353	772618
540611	423315	547299
602569	489149	760986
811476	686263	724026
943691	525227	972006
785324	48412	708280
698730	919299	157423
234215	429083	961371
272137	616459	183565
725139	915508	271286
140250	243767	33007
886198	890661	271651
141837	482002	578056
152085	819385	625250
595351	18321	443928
962969	196734	941634
665238	119812	230097
93872	859727	49946
133983	484720	931915
421652	572442	775267
392254	611043	246122
799948	453408	438256
122887	893068	150258
754393	443899	425521
943381	554450	445262
959765	247961	583429
375300	102043	383614
227351	548364	635372
904926	939698	37661
245178	221315	584723
62921	520630	879648
594179	960563	301910
200296	693324	9613
561474	298250	852730
721551	371895	86327
630754	60829	910270
227459	931982	443990
20377	769856	552399
760344	547510	429776
979688	211806	92908
395943	675563	208182
896077	787949	408394
606044	727389	737794
965731	547960	708372
117177	512536	559959
520393	661571	281092
255594	539558	261561
10732	108268	92371
620447	383539	409150
123143	250034	308782
826279	100594	619038
123687	839007	367356
920157	612177	150225
63304	932207	132743
89166	959056	380991
269754	597906	577680
825825	742496	88921
539932	108132	558969
873642	665845	530127
191354	996337	558261
16975	468756	171648
689062	237479	594031
181669	520963	425488
803045	463442	28879
444238	189907	588634
726231	36840	759146
664643	43090	51538
419738	693984	949075
39859	47850	463046
42158	603484	444505
564822	988801	995099
409176	939625	235356
186325	929029	974307
626826	499765	365619
252138	904181	267538
113251	184566	419968
348527	785094	965698
623646	48300	545469
130760	456677	273142
945677	541088	803726
778842	472742	704639
650415	534928	358172
564620	20020	53829
10083	808675	524271
788480	42993	48206
262186	161931	114369
285690	57973	512878
984275	326456	661607
98437	866330	853192
670401	876308	884523
939277	567255	173267
578371	402878	266655
887067	277312	914284
824405	500194	12477
314271	137896	774987
305225	566335	894578
753124	973664	949720
120661	962640	46901
925308	756046	744134
689760	841792	517031
505257	312650	16856
694	507218	407277
580726	875851	770056
511891	657271	656995
878815	477461	798459
353165	681286	651164
868575	346006	558071
637838	980387	436219
279207	956372	909286
929044	851475	855777
936836	190200	723003
515144	310740	454821
108684	416537	230649
880075	83142	922646
219309	217273	753944
636869	338383	566754
727950	509899	320073
247255	457411	684281
275929	646997	155578
38451	471351	200963
534769	894987	685821
637057	680826	367757
236328	323626	602607
493794	227749	980906
768013	240299	948655
635018	918669	515569
297646	264347	306568
737445	808172	335640
184503	281172	108846
550448	355325	367049
132923	533514	922724
941351	551374	816813
549012	704389	558892
121567	379041	110046
737152	156993	665188
297546	414959	921907
616457	116145	592407
481068	321805	908031
409993	242265	680849
86854	139409	624806
269285	594556	496026
252425	507024	693042
155085	425245	468676
186327	615981	941853
389285	603556	402760
794353	554657	703468
195177	906593	706523
166895	557097	119334
676348	338136	951806
497847	799448	525515
644763	925323	642529
341785	659958	701055
202258	772981	320286
695632	906736	664799
675812	888203	451753
219852	194160	609708
76696	811586	742146
620374	773330	668886
786034	279009	215713
378918	417726	775570
743187	413864	564553
56805	287751	645815
135579	282022	243602
435725	456189	691160
16492	670941	131366
533946	7958	466765
379986	663922	556168
747706	896388	767061
656164	111767	760223
885092	418099	656978
672476	524931	753088
697130	342628	671106
973814	961683	572688
238510	858619	36728
938872	83187	17588
968370	926601	444344
857728	342194	322554
800048	237998	657081
35013	311489	964152
807518	691410	707202
378076	159202	52759
11823	528094	838004
689462	399896	253084
95319	194882	623543
743749	855696	6579
954898	619927	244220
400015	997403	910977
49787	46765	976617
526681	341866	930221
401021	27650	335000
869103	702945	470582
811519	306517	34566
682088	410061	731786
641029	281207	656390
661475	256331	120461
525164	833974	380396
297717	919059	420278
200391	576001	958501
917108	460659	308222
585300	477059	954073
766086	936997	637662
461572	366012	518370
92824	918733	874778
432623	311585	642466
677316	45766	318058
500170	955171	283729
855287	895081	94915
764795	767297	122234
146779	196795	483142
557684	425965	473387
131054	239001	149531
335578	650473	179683
809314	768602	261114
597511	120453	985051
439470	935564	236456
489156	644637	96054
189404	827578	881399
967028	46034	656069
712152	665493	509155
242309	381938	7983
945296	164385	73015
778102	476906	97704
268265	713638	303589
120663	747190	913586
745664	236489	757979
811330	869601	433784
517549	187516	893734
551800	571000	716202
330119	257414	534461
522490	389948	245418
724392	311261	292992
889823	5171	129280
637987	578927	680391
840471	677360	837620
173984	976920	422194
643184	692194	52376
582797	189208	752586
11515	922369	125813
557703	417753	691705
404372	500100	122481
982017	976286	960551
953413	845443	475435
33674	55935	724083
837425	816480	335410
294764	365929	892872
918820	762764	122542
584863	668002	916734
768433	405230	399864
804379	812187	776242
836266	693442	459361
374953	734536	948068
830237	714236	376263
15538	346980	386971
831186	819833	109906
514657	73177	358107
866451	883073	904998
299332	214325	26411
630412	442157	252700
765087	773865	427467
36395	496004	50515
550962	652837	508264
785309	194251	622940
177575	946561	903891
549055	631278	238055
849938	973291	139268
846259	430402	257328
50261	876194	292049
444994	231814	411134
183460	4396	962894
527585	869332	162544
497005	894030	232139
186623	810556	132150
486433	84310	778615
109531	252261	612162
964284	239937	82487
966197	446400	68533
967766	416530	324501
704947	898730	964404
20747	224091	95254
469029	602301	326936
691571	700874	700512
538863	835482	915320
930263	291549	446684
249206	581363	634028
13665	996479	115789
968074	183641	953246
846259	287370	751588
101400	893106	437634
505363	302320	764048
85866	771238	100793
545710	743199	421136
894243	139477	47439
155949	430420	223562
157326	57996	551179
432497	279897	853479
628600	814222	32111
879889	321622	741243
910035	517357	612159
22832	812337	734773
934597	566269	175225
414895	97355	793541
626608	651892	55867
985932	334388	65834
706951	407387	131973
826665	230163	265471
451187	144004	678376
488012	587794	875595
494269	367071	494049
945414	568057	948342
410492	677337	641848
511124	681669	580461
213533	792592	150627
567791	854731	632477
714655	816291	35376
911404	530208	396079
326928	837436	593768
513982	525485	148026
378460	766683	639348
872075	885869	511617
988082	899514	512363
504859	218679	374436
373773	563886	384900
40961	329499	898008
932278	729601	627673
110460	6108	400818
331759	9087	972291
582407	449016	45520
989832	720356	32182
41201	62451	686759
851130	329691	963063
563993	742164	599663
755361	361339	144763
346730	552597	418039
710390	973115	998719
329093	467988	227612
212291	350601	581065
175524	182838	38002
642522	672531	934140
926017	634365	604598
373966	183312	685318
491928	90034	100371
501816	41061	454042
678459	893827	698275
396503	26810	67605
493298	909965	150762
336786	835418	979567
422129	188323	699264
963412	928431	251973
745717	662542	471286
851040	922526	428803
237782	688538	921021
836020	65007	185256
129958	508391	736701
248412	783406	860237
28253	952628	92557
429283	513644	377958
935652	591426	226274
636808	40100	97447
693118	823559	335506
636977	419499	453907
197884	126444	356408
352818	542852	804644
457178	320509	871013
529770	272696	768591
811565	404616	374522
667354	848898	288979
993008	21426	613741
905376	862548	516695
927829	66957	53488
74694	264526	451585
464272	686047	969561
506540	861963	492473
470821	25515	904462
976003	833828	283545
438981	644700	319567
441170	296538	543792
877205	193449	17820
34525	179490	812777
68143	879676	97498
852836	855352	239648
290623	371599	492154
87240	280955	464204
624337	392910	519742
172335	914029	397192
570841	926903	999349
705385	331103	876014
149164	536207	742583
502334	515675	711750
746446	269540	680365
851242	417038	602697
122987	337070	591888
617069	174686	532684
29436	749095	902735
743215	650163	745495
115946	428032	922684
143283	596981	1989
544281	495247	918033
340495	720822	156799
36905	115555	940746
524626	527801	421536
261244	812297	255829
462208	636343	519283
796630	877249	869761
425296	544039	553902
687880	728772	102198
513687	35534	317603
251258	186170	64946
898458	892460	416126
722250	500826	58439
554660	17365	240969
377359	69895	76473
239395	566033	944824
915455	960404	754438
323564	627733	219277
401566	100926	63518
253608	651499	938454
959181	313882	819530
888749	628131	172600
30522	725556	174870
910149	476426	73256
963196	208875	150501
19250	947994	499610
993362	431358	133744
209473	675655	654077
713967	409733	772327
37890	705785	625609
112181	581411	379228
513328	405471	194402
801223	653706	709011
481139	13328	85622
837511	285669	48659
764586	362841	173329
530954	790257	424452
322526	673279	155265
788033	350982	999691
214755	76208	59658
155162	512049	798097
699666	995913	68039
553921	127505	654907
250260	132250	619324
55447	507983	278524
141354	670381	781924
889368	477297	968150
207326	135188	864710
778364	166420	153643
412992	546780	876431
943507	936590	691989
2629	327498	863715
185317	797616	664507
832470	471855	623137
989326	752220	664638
48290	169410	624593
721232	85603	28812
415342	972420	516235
93691	17800	79388
686781	964847	256942
697784	833237	322096
215387	938266	364844
855319	301679	725
637236	524	510014
503885	577360	351512
422880	738112	501293
884472	781045	549891
926382	773960	815829
656120	941380	983431
335811	662981	352045
47556	598857	668982
345933	29538	650108
865111	156469	625398
33266	176336	572474
409519	572905	178698
532696	455888	941350
340560	833070	886341
874012	286222	160295
670919	716609	256880
967077	414041	689795
969208	872830	849713
201169	728203	393451
640908	588247	741134
27126	190030	912375
795440	992958	807751
756028	189800	99152
657059	628	963409
750464	189232	273752
605266	424446	471611
785830	633274	742033
863054	73539	709039
591956	741891	950957
318499	223274	288194
603271	877388	695894
552483	114212	284445
139506	405571	360781
279709	357294	132028
593986	261635	814471
290169	516407	712625
87388	231672	357102
446994	793885	543620
615636	416505	998000
681374	174892	48050
161257	59089	137611
718466	7145	218407
485372	51934	354186
187961	807071	135073
821725	608089	82914
847259	425806	139561
766204	474928	113835
564605	940192	318324
691115	375812	949911
251631	89975	971065
547958	899872	747307
485365	857287	538664
330025	2427	54173
103716	285715	400509
756811	513443	525786
339360	801777	854965
125427	300207	103410
777108	320935	40467
414706	52522	68012
472972	347769	455702
565959	953074	241306
648563	59890	857104
277796	597036	432068
159809	806632	429916
387752	157157	646055
460711	283912	258614
811828	800428	10237
363442	911489	272856
950897	403388	5543
693523	520414	869497
688599	416193	686223
957889	571165	617406
380173	894052	350938
18690	610006	50171
863126	945508	163800
180527	477230	896038
354811	207076	284373
822822	291390	896490
20426	991271	146303
116304	432283	872731
863608	301257	997357
283222	807017	795510
318711	628713	790187
767662	534746	208361
576847	13042	223499
961488	364771	810080
905726	170291	354883
716811	121748	48961
983702	585458	580760
930227	158358	282756
48787	831775	933367
551441	79943	633704
854260	62900	611742
11252	303383	920919
741603	157104	886671
311757	73755	871731
727267	227930	332402
111001	257334	950283
989662	980269	105985
650893	954658	451760
42416	841088	759819
285988	770181	372021
208043	697706	660967
360748	144109	689212
708351	341251	614850
623676	130339	858996
335602	39004	289492
5905	192805	699974
987438	21823	710232
707729	86079	804106
237379	347754	703973
788222	726276	396924
670273	294503	16077
229719	986282	785129
958406	363976	445270
873274	114898	135195
631820	958188	69453
445556	510097	229820
257020	642711	726563
944376	528868	18649
870872	711102	56033
209465	448106	54769
452041	478	645143
335795	666081	793827
933727	211277	698310
720667	214572	179764
696214	415014	764916
932946	62329	30750
370922	641704	39217
170931	936807	717646
895113	714781	270065
795652	783788	695411
154235	589713	608128
652921	478703	375323
829947	819566	737912
506015	880501	15504
355329	269129	879572
723820	712868	624361
758421	202000	699214
835110	782223	727932
385586	268631	485160
416094	23640	122836
120206	343579	949921
971492	519840	358686
79947	678139	29093
911373	276290	257169
784255	863321	914944
223707	847129	665058
893492	395390	501654
442294	885548	803697
481537	275212	354283
208072	288868	889427
268776	166688	916795
316203	196482	105975
883983	627415	927639
575499	139002	677342
105502	61755	468756
708804	217782	289720
941636	447373	775951
94536	953315	69096
799633	981629	13292
548187	588553	628839
930036	78993	691687
874195	992796	572351
178443	533593	409190
444045	683695	385567
356691	71499	959694
656869	490372	106570
95700	735789	691220
394256	843374	889658
44807	110591	901491
53095	738448	173971
502421	465729	308415
897687	715092	171662
313344	831937	887240
872960	902636	228334
619057	469959	997920
224780	429793	113036
831116	682934	477628
248534	948038	60335
251663	565345	722590
836117	761068	356689
383563	641061	876319
567185	113177	423733
907811	837224	516877
264713	740237	703681
793618	357068	760124
105526	509166	30711
973120	555507	356004
545523	209031	74497
748028	23443	52958
255900	812541	135926
760628	983369	699889
862956	285416	597838
311329	778557	492263
261980	967172	418798
597077	492089	355672
553141	191345	786971
714024	882425	769652
883539	3202	56289
